,OBJECTID,GIS_ID,NAME,ALPHA_CODE,PARK_CODE,LOCATION,AQUIRED,TRANS_DC,SOURCE,RESERVE,LABEL,Shape_Length,Shape_Area,SQUARE,SUFFIX,LOT,SSL,PAR,Zip Code
217,218,Nps_352,Square 147 (Pan American Annex),NACC,892.0,"Virginia & Constitution Aves. To 18th & 19th Sts., NW",9,,NPS,384,,420.119568747873,9048.064706913021,0147,,0.0,RES 03840000,,20006
218,219,Nps_362,Triangle,NACC,875.0,"Constitution Ave. & 18th St., NW",1,,NPS,110,,81.3485118124013,294.07120028379103,0000,,0.0,RES 01100000,,20006
219,220,Nps_332,Triangle,NACC,875.0,"New York Ave., Between Virginia Ave & 20th St., NW",1,,NPS,106,,374.15571835901903,6521.24407146041,0104,S,12.0,0104S   0012,,20006
220,221,Nps_304,Triangle,NACE,877.0,"Maryland Ave., & G st. East Of 13th St.,, NE",1,,NPS,212,,99.6100512432358,325.354350995212,0000,,0.0,RES 02120000,,20002
221,222,Nps_301,Triangle,NACE,877.0,"Maryland Ave., 14th & G Sts., NE",1,,NPS,213,,56.749746332761,119.60483319228901,0000,,0.0,RES 02130000,,20002
222,223,Nps_288,Center Parking,NACC,840.0,"New Hampshire Ave. & L St., NW",8,,NPS,026G,,248.679639083676,352.73218025943703,0030,,0.0,RES 026H0000,,20037
223,224,Nps_279,Curb Parking,NACE,878.0,"I St., Between 5th & 6th Sts., NE",8,,NPS,315,,81.26485782585729,212.773674327632,0831,,802.0,0831    0802,,20024
224,225,Nps_265,Triangle,NACC,875.0,"Massachusetts Ave., Between 11th & L Sts., NW",8,,NPS,069A,,20.501948389373,21.780877234966102,0000,,0.0,RES 069A0000,,20001
225,226,Nps_258,Samuel Gompers Memorial Park,NACC,875.0,"Massachusetts Ave. & L St. To 10th & 11th Sts., NW",1,,NPS,069,Samuel Gompers Memorial Park,31.294646269742103,49.51481955823321,0000,,0.0,RES 069A0000,,20001
226,227,Nps_494,Shepherd Parkway,NACE,848.0,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,2396.8560934441102,107050.85841981099,0000,,0.0,RES 04210000,,20003
227,228,Nps_007,Fort Circle Park,ROCR,832.0,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,410.946974603269,7706.8607525037905,0000,,0.0,RES 04990000,,20015
228,229,Nps_011,Fort Circle Park,ROCR,832.0,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,558.379577438162,5691.506111922211,0000,,0.0,RES 04990000,,20015
229,230,Nps_014,Fort Circle Park,ROCR,832.0,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,442.366457524616,5581.7607363184,0000,,0.0,RES 04990000,,20015
230,231,Nps_016,Fort Circle Park,ROCR,832.0,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,290.292369351613,2420.84312393808,0000,,0.0,RES 04990000,,20015
231,232,Nps_017,Fort Circle Park,ROCR,832.0,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,201.75417711021598,1388.43896956358,0000,,0.0,RES 04990000,,20015
232,233,Nps_038,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,503.131908037111,4986.15259069823,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
233,234,Nps_039,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,191.859789460905,2040.99833038149,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
234,235,Nps_037,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,191.853674769402,2040.9006007050698,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
235,236,Nps_029,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,163.30848193308998,1613.62906652544,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
236,237,Nps_027,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,267.52432625203,3012.7298796995897,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
237,238,Nps_018,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,261.343630094494,2714.01392240535,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
238,239,Nps_021,Fort Circle Park,ROCR,832.0,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,860.251100189682,21798.128600456497,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0.0,RES 04970000,,20011
239,240,Nps_019,Fort Slocum Park,ROCR,887.0,"2nd & 3rd Sts. To Oglethorpe & Madison Sts., NE","5, 6",,NPS,435,Fort Slocum Park,1161.2363196217698,78906.6619899086,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0.0,RES 04970000,,20011
240,241,Nps_020,Fort Circle Park,ROCR,832.0,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,540.170866777743,11450.813511603601,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0.0,RES 04970000,,20011
241,242,Nps_031,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,967.159688805346,21568.5142684931,MULTI-SQUARES,,0.0,RES 05150000,,20015
242,243,Nps_033,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,276.479852933111,1088.65027463063,MULTI-SQUARES,,0.0,RES 05150000,,20015
243,244,Nps_041,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,499.92641699489195,6811.245439619161,MULTI-SQUARES,,0.0,RES 05150000,,20015
244,245,Nps_040,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,665.1482652086239,7523.77497448985,MULTI-SQUARES,,0.0,RES 05150000,,20015
245,246,Nps_050,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,181.64527339927398,791.152298006739,MULTI-SQUARES,,0.0,RES 05150000,,20015
246,247,Nps_316,Triangle,NACC,877.0,"New Jersey Ave., Between 1st & F Sts., NW",1,,NPS,196,,94.6070465470253,350.80689528739896,0000,,0.0,RES 01960000,,20001
247,248,Nps_311,Triangle,NACC,875.0,"Massachusetts Ave., Between North Capitol & F St.,",1,,NPS,078,,89.9900630935964,317.417575393713,0000,,0.0,RES 00780000,,20001
248,249,Nps_319,Area South Of Union station,NACC,873.0,"Union Station Plaza, NE",7,,NPS,334,Columbus Circle,551.607552189615,14363.600754278501,0000,,0.0,RES 03340000,,
249,250,Nps_344,Circle,NACC,840.0,"Indiana Ave., Between 7th & C Sts., NW",8,,NPS,036A,,74.9410245099066,446.919539870861,0459,,0.0,RES 036A0000,,20004
250,251,Nps_337,Triangle,NACC,876.0,"Indiana Ave., Between 3rd & D Sts., NW",1,,NPS,187,,105.507406232762,356.039183645085,0000,,0.0,RES 01870000,,20001
251,252,Nps_507,"President's Park, White House Ground, Exec. Office, Treasury Bldg.",NACC,813.0,"Pennsylvania Ave., Between 15th & 17th Streets NW",1,,NPS,001,White House Grounds,2379.52957373112,338423.02200537396,0187,,0.0,RES 00010000,,98604
252,253,Nps_294,Lafayette Square,NACC,803.0,Pennsylvania Ave. to H St. and Jackson to Madison Pl.,1,,NPS,010,Lafayette Square,698.424818396788,28311.8482230699,0187,,0.0,RES 00100000,,20006
253,254,Nps_324,Commerce Building Plaza (Pershing Square),NACC,893.0,"Pennsylvania Ave. & E st. To 14th & 15th Sts., NW","8, 9",,NPS,617,Pershing Square,332.470068146981,5679.434989286,0226,,0.0,RES 06170000,,20003
254,255,Nps_331,Rawlins Park,NACC,819.0,"E st., Between 18th & 19th sSs. NW",1,,NPS,013,Rawlins Park,339.65568233044,5718.676681600649,0143,,0.0,RES 00130000,,98033
255,256,Nps_330,Walt Whitman Park,NACC,865.0,"E st., Between 19th & 20th Sts., NW","8, 9",,NPS,715,Walt Whitman Park,277.295664631519,4045.11216643651,0123,,0.0,RES 07150000,,98290
256,257,Nps_325,Triangle,NACC,0.0,Virginia Ave. & E St. NW,1,1965-08-03T00:00:00.000Z,NPS,102,,44.2165752364147,89.0911202976939,0000,,0.0,RES 01020000,,20037
257,258,Nps_329,Park (Adjoining Dept. of State),NACC,893.0,"Virginia Ave. & 22nd St., NW","8, 9",,NPS,720,,242.630133582611,3102.68542387573,0083,,0.0,RES 07200000,,20037
258,259,Nps_327,Triangle,NACC,875.0,"Virginia Ave., between 21st & D St NW",1,,NPS,104,,192.231918152346,721.9866088422369,0083,,809.0,0083    0809,,20002
259,260,Nps_315,Triangle,NACC,875.0,Above Virginia Ave. & F St. NW,1,,NPS,101,,100.530394466863,413.024133284911,0058,,0.0,RES 01010000,,20052
260,261,Nps_313,Center Parking,ROCR,840.0,"New Hampshire Ave., North Of F st., NW",8,,NPS,026M,,120.675517905227,196.679959377141,0019,,0.0,RES 026M0000,,20037
261,262,Nps_309,Triangle,NACC,875.0,"Virginia Ave., Between 24th & G Sts., NW",1,,NPS,099,,68.0409607310912,216.51398064826,0031,,0.0,RES 00990000,,20037
262,263,Nps_307,Triangle,NACC,875.0,"Virginia Ave., Between 25th & G Sts., NW",1,,NPS,098,,47.2067342520967,95.19369889525231,0031,,0.0,RES 00980000,,98671
263,264,Nps_255,Triangle,NACC,875.0,"Massachusetts Ave. & L St. To 11th & 12th Sts., NW",1,,NPS,068,,184.952621713731,1514.71319448782,0000,,0.0,RES 00680000,,20001
264,265,Nps_257,Samuel Gompers Memorial Park,NACC,875.0,"Massachusetts Ave. & L St. To 10th & 11th Sts., NW",1,,NPS,069,Samuel Gompers Memorial Park,193.973847607849,1612.30299842673,0000,,0.0,RES 00690000,,20001
265,266,Nps_270,Triangle,NACC,875.0,"Massachusetts Ave., 8th & K Sts., NW",1,,NPS,070,,99.3660968098086,634.723464732876,0000,,0.0,RES 00700000,,20001
266,267,Nps_272,Triangle,NACC,876.0,"New York Ave., Between 9th & K Sts., NW",1,,NPS,175,,90.3548195755531,503.699277762082,0000,,0.0,RES 01750000,,20001
267,268,Nps_269,Triangle,NACC,876.0,"New York Ave., Between 7th & K Sts., NW",1,,NPS,176,,93.3223670349892,548.732936038006,0000,,0.0,RES 01760000,,20001
268,269,Nps_274,Triangle,NACC,875.0,"Massachusetts Ave., 7th & K Sts., NW",1,,NPS,071,,83.7687022487885,471.98927213644095,0000,,0.0,RES 00710000,,20001
269,270,Nps_281,Triangle,NACC,875.0,"Massachusetts Av. & I St. To 5th & 6th Sts., NW",1,,NPS,072,,163.35632332767,1320.0800423026199,0000,,0.0,RES 00720000,,20001
270,271,Nps_286,Triangle,NACC,875.0,"Below Massachusetts Ave., Between 5th & I Sts., NW",1,,NPS,073,,36.3908323223554,45.5546923846208,0000,,0.0,RES 00730000,,20001
271,272,Nps_277,Triangle,NACC,877.0,"New Jersey Ave., Between 2nd & Above I Sts., NW",1,,NPS,193,,162.075174772839,618.765505320438,0000,,0.0,RES 01930000,,20001
272,273,Nps_217,Scott Circle,NACC,827.0,"Massachusetts & Rhode Island Ave., NW","1, 8",,NPS,063,Scott Circle,148.107716961614,1627.40794830447,0000,,0.0,RES 00630000,,20005
273,274,Nps_214,Triangle,NACC,862.0,"North Of Res. 62 At Massachusetts Ave., NW",8,,NPS,062A,,75.7085909838501,212.068048432523,0000,,0.0,RES 062A0000,,20001
274,275,Nps_225,Triangle,NACC,862.0,"South Of Res. 62 At Rhode Island Ave., NW",8,,NPS,062B,,72.6587443137862,206.44558937914397,0000,,0.0,RES 062B0000,,20001
275,276,Nps_212,Triangle,NACC,862.0,"West Of Scott Circle, Between Massachusetts & Rhode Island Ave., NW","1, 8",,NPS,062,,254.27585894687098,1023.02588579694,0000,,0.0,RES 00620000,,20005
276,277,Nps_233,Triangle,NACC,862.0,"West Of Thomas Circle, Massachusetts Ave. & M st., NW",1,,NPS,065,,50.0927351104259,140.23699741909,0000,,0.0,RES 00650000,,20005
277,278,Nps_242,Triangle,NACC,862.0,"Massachusetts Ave. & M St., NW",1,,NPS,067,,57.731544261544705,170.182838344402,0000,,0.0,RES 00670000,,20005
278,279,Nps_227,Triangle,NACC,876.0,"Vermont Ave. & 14th St., North Of Thomas Circle, NW",1,,NPS,162,,52.1851846504232,95.12547625666728,0244,,802.0,0244    0802,,20005
279,280,Nps_210,Mary McLeod Bethune Council House,NACE,0.0,"Vermont Ave., NW", ,,NPS,0000,,99.110794068941,297.422350672287,0242,,55.0,0242    0055,,20005
280,281,Nps_208,Triangle,NACC,876.0,"Vermont Ave., Between 13th & O Sts. NW",1,,NPS,163,,91.8776048486887,474.801660384387,0000,,0.0,RES 01630000,,20005
281,282,Nps_204,Triangle,NACC,876.0,"Rhode Island Ave., Between 12th & P Sts., NW",1,,NPS,154,,138.900144340792,970.49411485654,0278,S,0.0,RES 01540000,,20005
282,283,Nps_203,Logan Circle,NACC,829.0,"Rhode Island & Vermont Aves., NW",1,,NPS,153,Logan Circle,344.46869066191596,9442.516025309731,0000,,0.0,RES 01530000,,20005
283,284,Nps_200,Triangle,NACC,876.0,"New Jersey Ave., Between 4th & Q Sts., NW",1,,NPS,190,,77.0645737222927,178.38209735366698,0000,,0.0,RES 01900000,,20001
284,285,Nps_514,Triangle,NACC,877.0,"New Jersey Ave., Between 3rd & N Sts., NW",8,,NPS,192,,148.430746168614,717.359184755966,0554,W,0.0,RES 01920000,,20001
285,286,Nps_191,Triangle,NACC,876.0,"Vermont Ave. & 12th St., South Of R st., NW",8,,NPS,165,,38.2449273415918,73.312311817965,0000,,0.0,RES 01650000,,20009
286,287,Nps_187,Triangle,NACC,893.0,"12th & Vermont Ave., North Of Q St., NW",8,,NPS,681,,147.258177771785,485.84729785810305,0000,,0.0,RES 06810000,,20009
287,288,Nps_202,Dupont Circle,NACC,826.0,"Massachusetts & Connecticut Aves., NW",1,,NPS,060,Dupont Circle,340.699485008166,9237.045006000459,0114,E,0.0,RES 00600000,,20036
288,289,Nps_205,Triangle,NACC,862.0,"Massachusetts., Between 20th & P sts., NW",1,,NPS,059,,114.28515108736,745.843521669629,0095,E,0.0,RES 00590000,,20036
289,290,Nps_192,Triangle,NACC,876.0,"Connecticut Ave., Between 20th & Q Sts., NW",1,,NPS,149,,110.051294874275,423.978245310082,0000,,0.0,RES 01490000,,20009
290,291,Nps_193,Triangle,NACC,862.0,"Massachusetts Ave., Between 22nd & Q Sts., NW",1,,NPS,057,,90.5776964125378,282.636299473363,0067,,0.0,RES 00570000,,20008
291,292,Nps_197,Triangle,NACC,862.0,"Massachsetts Ave., Between 21st & Q Sts., NW",1,,NPS,058,,93.87284303179001,304.14244300397803,0066,S,0.0,RES 00580000,,20036
292,293,Nps_159,Whitehaven Parkway,ROCR,839.0,"W st., West Of Wisconsin Ave., NW","5, 6, 8",,NPS,357,Whitehaven Parkway,5158.68082725059,187603.350831219,MULTI-SQUARES,,0.0,RES 03570000,,20007
293,294,Nps_280,Triangle,NACC,877.0,"New Jersey Ave., Between 2nd & Below I Sts., NW",1,,NPS,194,,100.72571244049999,626.789991137088,0000,,0.0,RES 01940000,,20001
294,295,Nps_259,Triangle,NACC,876.0,"New York Ave., Between 5th & L Sts., NW",1,,NPS,177,,32.099326854081895,62.444406214943,0000,,0.0,RES 01770000,,20001
295,296,Nps_498,Triangle,NACC,876.0,"New York Ave., Between East Side Of 5th & L Sts.,",8,,NPS,177A,,29.5593627358598,39.808616978151605,0000,,0.0,RES 177A0000,,20001
296,297,Nps_262,Triangle,NACC,876.0,"New York Ave. & L St., NW",1,,NPS,178,,136.81651618643602,827.014479782789,0000,,0.0,RES 01780000,,20001
297,298,Nps_238,Triangle,NACC,876.0,Rhode Island Ave. & M St. NW,1,,NPS,151,,107.30900027265498,305.039274636358,0000,,0.0,RES 01510000,,20036
298,299,Nps_229,Triangle,NACC,876.0,"Connecticut Ave., Between 18th & M Sts., NW",1,,NPS,150,,108.656850494701,479.690679850876,0000,,0.0,RES 01500000,,20036
299,300,Nps_223,Triangle,NACC,876.0,"Connecticut Ave., Between 18th & N Sts., NW",8,,NPS,150A,,36.6447570085654,63.2608879739694,0000,,0.0,RES 150A0000,,20036
300,301,Nps_241,Center Parking,NACC,876.0,"New York Ave., Between New Jersey Ave. & 3rd St.,",8,,NPS,179,,66.9182133956557,256.858965340416,0000,,0.0,RES 01790000,,20001
301,302,Nps_213,Triangle,NACC,862.0,"East Of Scott Circle, Massachusetts & Rhode Island Ave.","1, 8",,NPS,064,,326.45092692725,942.2817193567439,0000,,0.0,RES 00640000,,20005
302,303,Nps_215,Triangle,NACC,862.0,"South Of Res. 64 At Massachusetts Ave., NW",8,,NPS,064B,,71.1851582995066,199.666960993331,0000,,0.0,RES 064A0000,,20001
303,304,Nps_226,Triangle,NACC,862.0,"North Of Res. 64 At Rhode Island Ave., NW",8,,NPS,064A,,72.5688534768729,206.710288036512,0000,,0.0,RES 064B0000,,20001
304,305,Nps_003,Battleground National Cemetery,ROCR,858.0,"Georgia Ave., Between Whittier Pl. & Van Buren St.",9,,NPS,568,Battleground National Cemetery,252.756241415759,4014.39870474779,2971,,0.0,RES 05680000,,20012
305,306,,,,,"New Hampshire Ave. between 25th & H Sts., NW ",<Null>,1969-06-30T00:00:00.000Z,NPS,135,,37.7812906864689,55.0634113084948,0031,,0.0,RES 01350000,,20037
306,307,,,,,"New Hampshire Ave., south of H St., NW",<Null>,,NPS,26I,,41.271881894728104,72.8939761731264,0031,,0.0,RES 026I0000,,20037
307,308,,,NAMA,,"above Massachusetts Ave., between 5th & I Sts., NW",<Null>,,NPS,74,,135.700514955226,754.559866950271,0000,,0.0,RES 00740000,,20001
308,309,Nps_131,Bryce Park,ROCR,893.0,"Massachusetts Ave., Between Wisconsin Ave. & Garfield St., NW",6,,NPS,700,Bryce Park,236.284558246642,2391.9492380892,1928,,0.0,RES 07000000,,20007
309,310,Nps_128,Glover Parkway & Children's Playground,ROCR,836.0,"New Mexico Ave. & Cathedral Ave., NW","6, 7, 8, 10",,NPS,351E,Glover Parkway & Children's Playground,633.201783550594,14630.3479315443,PAR ,,7.0,PAR 03040007,304.0,20016
310,311,Nps_127,Glover Parkway & Children's Playground,ROCR,836.0,"New Mexico Ave., & 42nd St., NW","7, 8, 10",,NPS,351F,Glover Parkway & Children's Playground,965.171104744308,29218.1002527325,PAR ,,8.0,PAR 03040008,304.0,20007
311,312,Nps_520,Center Parking,ROCR,892.0,"Rock Creek Dr., Between Edgevale Terr. & Normanstone Dr.",8,,NPS,338,,226.546969592389,3165.92730412037,2140,,0.0,RES 03380000,,20008
312,313,Nps_135,National Zoo Entrance,ROCR,821.0,"Harvard St. Entrance, NW",6,,NPS,516,National Zoo Entrance,165.442196769093,897.161828796781,2587,,0.0,RES 05160000,,20006
313,314,Nps_198,Triangle,NACC,862.0,"Florida Ave. & 22nd St., NW",8,,NPS,057D,,210.371048894311,1537.4408787716598,0047,,0.0,RES 057D0000,,20037
314,315,Nps_244,Triangle,ROCR,840.0,"Pennsylvania Ave., Between 28th & M Sts., NW",1,,NPS,022,,88.90431371694339,285.32996505997,1195,,0.0,RES 00220000,,20007
315,316,Nps_245,Park,ROCR,893.0,"Pennsylvania Ave., Between 28th & M Sts., NW",8,,NPS,691,,70.94981267218141,311.650090537925,1194,,0.0,RES 06910000,,20007
316,317,Nps_133,Triangle,ROCR,878.0,"Mt. Pleasant St, Between 16th St., & Harvard St., NW",8,,NPS,309B,,175.923989470729,1089.0803545808,2594,,0.0,RES 309B0000,,20009
317,318,Nps_130,Triangle,ROCR,893.0,"16th & Irving Sts., NW",8,,NPS,565,,85.23788194235141,189.86378685128602,0000,,0.0,RES 05650000,,20009
318,319,Nps_103,Fort Bunker Hill,ROCR,880.0,"Perry Pl., Between 13th & 14th Sts., NE","5, 6",,NPS,443,Fort Bunker Hill,686.145920034673,25603.5847914683,3966,,0.0,RES 04430000,,98258
319,320,Nps_124,Curb Parking,ROCR,892.0,"Lamont & 15th Sts., Extended NE",8,,NPS,361,,42.395832025493895,93.9141603863158,0000,,0.0,RES 03610000,,20912
320,321,Nps_125,Triangle,ROCR,878.0,Lamont & West Side Of 16th Sts. NW,8,,NPS,309A,,133.307651808227,886.6977646562669,2595,E,0.0,RES 309A0000,,20010
321,322,Nps_119,Triangle,ROCR,878.0,"Park Rd., Between Pine & 16th Sts., NW",8,,NPS,309G,,132.547153001759,760.391533316698,2675,W,0.0,RES 309G0000,,20010
322,323,Nps_090,Barnard Hill,ROCR,832.0,"24th St., Between Randolph st. & Eastern Ave., NW","6,  8",,NPS,528,Barnard Hill,1446.3529409811301,92734.6531245328,4299,,0.0,RES 05280000,,20018
323,324,Nps_062,Fort Totten Park,ROCR,890.0,"Bates Rd., South Of Riggs Rd., NE",6,,NPS,544,Fort Totten Park,1839.4746612258602,169041.218458967,0000,,0.0,RES 05440000,,20011
324,325,Nps_528,Triangle,ROCR,893.0,"Tilden St. & Reno Rd., NW",8,,NPS,667,,70.8867468007684,228.48635510813,0000,,0.0,RES 06670000,,20008
325,326,Nps_527,Triangle,ROCR,893.0,"Reno Rd., Between 36th & Warren Sts., NW",10,,NPS,686,,95.08681881536181,328.495847809843,1966,S,0.0,RES 06860000,,20008
326,327,Nps_080,Tenley Circle,ROCR,892.0,"Nebraska & West Of Wisconsin Aves., NW",8,,NPS,398,Tenley Circle,104.61864491012,576.017240829404,0000,,0.0,RES 03980000,,20016
327,328,Nps_079,Tenley Circle,ROCR,892.0,"Nebraska & East Of Wisconsin Aves., NW",8,,NPS,399,Tenley Circle,104.767971442829,581.272905663656,0000,,0.0,RES 03990000,,20016
328,329,Nps_082,Triangle,ROCR,878.0,"Van Ness st., Between 41st & Nebraska Ave. NW",8,,NPS,330B,,298.737783839033,3624.3732895178996,0000,,0.0,RES 330B0000,,20016
329,330,Nps_085,Triangle,ROCR,878.0,"Van Ness st., Between 42nd & Nebraska Ave., NW",8,,NPS,330C,,117.540155544291,557.294791703026,0000,,0.0,RES 330C0000,,20016
330,331,Nps_073,Soapstone Valley,ROCR,846.0,"Connecticut Ave., Between Linnean Ave. & Yuma St., NW","5, 6",,NPS,402,Soapstone Valley,4702.6632326633,103563.889837993,"2046,2246,2248",,0.0,RES 04020000,,20008
331,332,Nps_526,Triangle,ROCR,893.0,"Nebraska Ave., Between 45th & Rockwood Pkwy., NW",8,,NPS,587,,62.8087896510019,204.78295234639702,0000,,0.0,RES 05870000,,20016
332,333,Nps_066,Dalecarlia Parkway,ROCR,0.0,"Between Massachusetts Ave. & Loughboro Rd., NW", ,1972-12-14T00:00:00.000Z,NPS,478,Dalecarlia Parkway,6547.44628475777,100654.886530124,0000,,0.0,RES 04780000,,20005
333,334,Nps_088,Triangle,ROCR,878.0,"5th st., Between Illinois Ave., Upsur St. & Grant Circle",8,,NPS,312A,,121.34651914913799,766.540783279053,3242,,0.0,RES 312A0000,,20011
334,335,Nps_084,Grant Circle,ROCR,830.0,"New Hampshire Ave., Between Illinois Ave. & 5th St. NW",8,,NPS,312,Grant Circle,343.57410650868803,9393.57539717828,0000,,0.0,RES 03120000,,20011
335,336,Nps_083,Triangle,ROCR,878.0,"Illinois Ave., Between 5th & Webster Sts., & Grant Circle",8,,NPS,312I,,124.50873286372601,800.1277940965109,3225,,0.0,RES 312I0000,,20011
336,337,Nps_091,Center Parking,ROCR,878.0,"Tilden St. & Linnean Ave., NW",8,,NPS,308A,,260.31628710047903,1661.23629593331,0000,,0.0,RES 308A0000,,20008
337,338,Nps_097,Ward Circle,ROCR,893.0,"Massachusetts & Nebraska Aves., NW",8,,NPS,572,,135.57546918351102,542.193385380399,0000,,0.0,RES 05720000,,20016
338,339,Nps_492,Shepherd Parkway,NACE,848.0,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,2596.0326385111803,136312.613979507,0000,,0.0,RES 04210000,,20003
339,340,Nps_489,Shepherd Parkway,NACE,848.0,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,2661.1400010209,149636.412601111,0000,,0.0,RES 04210000,,20003
340,341,Nps_490,Shepherd Parkway,NACE,848.0,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,780.3291444735361,9466.69881696415,0000,,0.0,RES 04210000,,20003
341,342,Nps_072,Sherman Circle,ROCR,845.0,"7th & Crittenden Sts. To Kansas & Illinois Aves., NW",8,,NPS,369,Sherman Circle,344.260640169908,9431.10817630115,0000,,0.0,RES 03690000,,20011
342,343,Nps_036,Triangle,ROCR,892.0,"Missouri Ave., Between Madison & 5th Sts., NW",8,,NPS,348,,114.126069110643,604.085622807115,3262,,0.0,RES 03480000,,20011
343,344,Nps_026,Triangle,ROCR,892.0,"Missouri Ave., Between Marietta Pl. & 8th St., NW",8,,NPS,346,,201.68279293360501,1424.5886342605,3155,N,0.0,RES 03460000,,20011
344,345,Nps_024,Triangle,ROCR,892.0,"Missouri Ave., Between Nicholson & 8th Sts. , NW",8,,NPS,345,,148.821167827839,740.4770414847479,2985,S,0.0,RES 03450000,,20011
345,346,Nps_012,Francis G. Newlands Park (Little Forest),ROCR,893.0,"Military rd., Between 28th & 30th sts., NW",10,,NPS,668,Francis G. Newlands Park,741.8056228459391,35377.61399087,2299,,0.0,RES 06680000,,98052
346,347,Nps_525,Triangle,ROCR,893.0,"Connecticut Ave., Between Fessenden & 36th Sts., NW",8,,NPS,573,,44.3433491947029,87.1801776538523,0000,,0.0,RES 05730000,,20008
347,348,Nps_056,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,162.999427981536,1190.0023235133199,1982,,0.0,RES 03970000,,20015
348,349,Nps_054,Triangle,ROCR,893.0,"Fessenden St., Between Reno Rd. & Nebraska Ave., NW",6,,NPS,643,,160.418115976519,1232.12243279856,1984,,0.0,RES 06430000,,20008
349,350,Nps_049,Fort Bayard Park,ROCR,879.0,"Western Ave., Between 46th & 47th sts., NW",6,,NPS,359,Fort Bayard Park,528.926793923639,16852.7853153874,1543,,0.0,RES 03590000,,98271
350,351,Nps_518,Curb Parking,ROCR,878.0,Western Ave. & Patterson St. NW,8,,NPS,335,,92.7833193839444,509.404819661443,0000,,0.0,RES 03350000,,20015
351,352,Nps_005,Triangle,ROCR,892.0,"Connecticut Ave., South Of Chevy Chase Circle, NW",8,,NPS,468,,90.0514437306802,137.357472621831,0000,,0.0,RES 04680000,,20008
352,353,Nps_004,Chevy Chase Circle,ROCR,892.0,"Western & Connecticut Aves., NW",8,,NPS,335A,Chevy Chase Circle,210.269770253849,2895.5852562392797,1746,,0.0,RES 335A0000,,20015
353,354,Nps_002,Pinehurst Parkway,ROCR,859.0,"Pinehurst Circle To Rock Creek Park, NW",6,,NPS,545,Pinehurst Parkway,4477.99818666589,67400.1727025829,"2359,2362",,0.0,RES 05450000,,
354,355,Nps_194,Triangle,NACC,877.0,"Florida Ave., Between Q & West Of North Capitol St.",1,,NPS,277,,37.414240782260606,52.65357549362621,0000,,0.0,RES 02770000,,20002
355,356,Nps_424,East Potomac Park,NACC,805.0,"Hains Pt. Below Long Railroad Bridge, SW",9,,NPS,333,East Potomac Park,7099.3277456875,1534639.07699249,PAR ,,5.0,PAR 03160005,316.0,20020
