,loc_searched,lat,long,name_only,address_only,pulse_address,num_reviews,loc_type,price,avg_review
1166528,"Ricos Mexicans Grill, 6102 Brashier Blvd Ste D Mechanicsville, VA 23111 ",37.6160379,-77.3208986,Rico's Mexican Grill,"6102 Brashier Blvd, Mechanicsville, VA 23111","JM8H+CJ Mechanicsville, Virginia",314,Mexican restaurant,$,4.5
1166842,"Rico's Mexican Grill, 11321 Nuckols Rd Glen Allen, VA 23059 ",37.6835396,-77.59008,Rico's Mexican Grill,"11321 Nuckols Rd, Glen Allen, VA 23059","MCM5+CX Glen Allen, Virginia",266,Mexican restaurant,$,4.4
1166994,"Rico's Mexican Grill, 13728 Hull Street Rd Midlothian, VA 23112 ",37.4096279,-77.6571752,Rico's Mexican Restaurant,"13728 Hull Street Rd, Midlothian, VA 23112","C85V+V4 Midlothian, VA",390,Mexican restaurant,$,4.3
1167242,"Rico's Mexican Grill, 2316 John Rolfe Pkwy Henrico, VA 23233 ",37.6237878,-77.6222426,Rico's Mexican Grill,"2316 John Rolfe Pkwy, Henrico, VA 23233","J9FH+G4 Henrico, Three Chopt, VA",262,Mexican restaurant,$,4.5
1167504,"Riddas Hair Salon, 125 N Charles St Charles Town, WV 25414 ",39.293918,-77.861918,Head Hunters Salon & Day Spa,"212 W 3rd Ave, Ranson, WV 25438","74VQ+H6 Ranson, Charles Town, WV",28,Day spa,,4.9
1167523,"RIDEZONE Carytown, 3112 W Cary St Richmond, VA 23221 ",37.5532318,-77.4806103,,,,,,,
1167606,"RIDEZONE Carytown, 3112 W Cary St Richmond, VA 23221 ",37.5532318,-77.4806103,Carytown Bicycle Company,"3112 W Cary St, Richmond, VA 23221","HG39+7Q Richmond, Virginia",113,Bicycle Shop,,4.3
1167689,"Ridgeleigh, 5901 Coverdale Way Alexandria, VA 22310 ",38.792582,-77.1383649,Ridgeleigh,"5901 Coverdale Way, Alexandria, VA 22310","QVV6+2M Alexandria, Mason, VA",45,Apartment building,,2.7
1167730,"Rien Tong Asian, 1601 S Joyce St Arlington, VA 22202 ",38.8871905,-77.0957241,Rien Tong Restaurant,"3131 Wilson Blvd, Arlington, VA 22201","VWP3+VP Arlington, Mason, VA",88,Asian restaurant,$,3.4
1167783,"Rien Tong, 3131 Wilson Blvd Arlington, VA 22201 ",38.8871905,-77.0957241,Rien Tong Restaurant,"3131 Wilson Blvd, Arlington, VA 22201","VWP3+VP Arlington, Mason, VA",88,Asian restaurant,$,3.4
1167836,"Right Cut, 1855 Senseny Rd Ste 6 Winchester, VA 22602 ",39.167845,-78.123342,Right Cut,"1855 Senseny Rd # 6, Winchester, VA 22602","5V9G+4M Winchester, Virginia",15,Beauty salon,,4.7
1167846,"Rina Unisex Salon, 3100 S Manchester St Falls Church, VA 22044 ",38.851691,-77.1329666,Yanira's Hair Salon,"3425 Payne St #13, Falls Church, VA 22041","VV28+MR Falls Church, Virginia",24,Hair salon,,4.3
1167854,"Rina Unisex Salon, 3425 Payne St Falls Church, VA 22041 ",38.851691,-77.1329666,Yanira's Hair Salon,"3425 Payne St #13, Falls Church, VA 22041","VV28+MR Falls Church, Virginia",24,Hair salon,,4.3
1167869,"Rincome Thai Cuisine, 3030 Columbia Pike Ste 1 Arlington, VA 22204 ",38.8621077,-77.0881583,Rincome Thai Cuisine,"3030 Columbia Pike, Arlington, VA 22204","VW66+RP Arlington, Mason, VA",148,Thai restaurant,$$,4.5
1167970,"Ringside Fitness, 12020 W Broad St Ste 102 Henrico, VA 23233 ",37.6584435,-77.6288822,Ringside Fitness,"12020 W Broad St #102, Henrico, VA 23233","M95C+9C Henrico, Three Chopt, VA",,,,
1167971,"Rio Fitness, 8115 Staples Mill Rd Henrico, VA 23228 ",37.6237662,-77.5028671,Rio Fitness,"8115 Staples Mill Rd, Henrico, VA 23228","JFFW+GV Henrico, Three Chopt, VA",11,Gym,,5
1167979,"Rio Lindo Restaurant, 3106 Broad Rock Blvd Richmond, VA 23224 ",37.4742258,-77.4823197,3106 Broad Rock Blvd,,,,,,
1167980,"Rio Skincare, 6804 Woodlake Commons Loop Midlothian, VA 23112 ",37.4052099,-77.6854588,Rio Skincare LLC,"6804 Woodlake Commons Loop, Midlothian, VA 23112","C847+3R Midlothian, VA",1,Skin care clinic,,5
1167981,"Rips, 9415 Atlee Commerce Blvd Ste F Ashland, VA 23005 ",37.6926736,-77.4286908,9415 Atlee Commerce Blvd Ste F,,,,,,
1167982,"Riptides Seafood Restaurant, 11212 Iron Bridge Rd Chester, VA 23831 ",37.360883,-77.499083,Riptides Seafood Restaurant,"11212 Iron Bridge Rd, Chester, VA 23831","9G62+99 Chester, Bermuda, VA","1,126",Seafood restaurant,$$,4.3
1169032,"Rira Irish Pub, 2915 Wilson Blvd Arlington, VA 22201 ",38.8861822,-77.0971856,O'Sullivan's Irish Pub,"3207 Washington Blvd, Arlington, VA 22201","VWP3+F4 Arlington, Mason, VA",521,Irish pub,$$,4.4
1169246,"Rise Biscuit Donuts, 11561 W Broad St Henrico, VA 23233 ",37.6513976,-77.6148868,Rise Richmond-Short Pump,"11561 W Broad St, Richmond, VA 23233","M92P+H2 Richmond, Virginia",294,Restaurant,$,4.2
1169431,"Rise Biscuits & Donuts, 11561 W Broad St Henrico, VA 23233 ",37.6513976,-77.6148868,Rise Richmond-Short Pump,"11561 W Broad St, Richmond, VA 23233","M92P+H2 Richmond, Virginia",294,Restaurant,$,4.2
1169616,"Rise Southern Biscuits & Righteous Chicken, 11561 W Broad St Henrico, VA 23233 ",37.6513976,-77.6148868,Rise Richmond-Short Pump,"11561 W Broad St, Richmond, VA 23233","M92P+H2 Richmond, Virginia",295,Restaurant,$,4.2
1169911,"Rise & Shine Diner, 10372 Leadbetter Rd Ashland, VA 23005 ",37.6923222,-77.4404136,RISE AND SHINE DINER,"10372 Leadbetter Rd, Ashland, VA 23005","MHR5+WR Ashland, VA",332,American restaurant,$,4.6
1170243,"Ristorante Bonaroti, 428 Maple Ave E Vienna, VA 22180 ",38.9089849,-77.2564496,Ristorante Bonaroti,"428 Maple Ave E, Vienna, VA 22180","WP5V+HC Vienna, Hunter Mill, VA",6,Restaurant,,4.7
1170343,"Ristorante Murali, 1201 S Joyce St Arlington, VA 22202 ",38.863041,-77.0623654,Champps,"1201 S Joyce St, Arlington, VA 22202","VW7Q+63 Arlington, Mason, VA",589,American restaurant,$$,3
1170932,"Ritajea' Salon, 10621 Braddock Rd Fairfax, VA 22032 ",38.825346,-77.3136345,Sola Salon Studios,"10621 Braddock Rd k, Fairfax, VA 22032","RMGP+4G Fairfax, Virginia",25,Beauty salon,,4.9
1170943,"Rituals Salon & Spa, 11400 W Huguenot Rd Ste 110 Midlothian, VA 23113 ",37.525395,-77.609569,Rituals Salon & Spa,"11400 W Huguenot Rd, Midlothian, VA 23113","G9GR+55 Midlothian, VA",117,Hair salon,,4.4
1171060,"Ritz Hair Nail & Skin Salon, 10803 Main St Fairfax, VA 22030 ",38.849822,-77.318149,Ritz Hair Nail & Skin Salon,"10803 Main St, Fairfax, VA 22030","RMXJ+WP Fairfax, Virginia",2,Nail salon,,4.5
1171061,"Ritz Nails, 1268 Concord Ave Henrico, VA 23228 ",37.6374636,-77.4619957,Ritz Nails,"1268 N Concord Ave, Richmond, VA 23228","JGPQ+X6 Richmond, Virginia",64,Nail salon,,4.1
1171105,"Ritz Salon, 10803 Main St Fairfax, VA 22030 ",38.849822,-77.318149,Ritz Hair Nail & Skin Salon,"10803 Main St, Fairfax, VA 22030","RMXJ+WP Fairfax, Virginia",2,Nail salon,,4.5
1171107,"Riva Kabob, 2300 Clarendon Blvd Arlington, VA 22201 ",38.890317,-77.0873248,MeJana - Lebanese Cuisine,"2300 Wilson Blvd, Arlington, VA 22201","VWR7+43 Arlington, Mason, VA",595,Lebanese restaurant,$$,4.4
1171442,"River Bend Bistro, 7966 Fort Hunt Rd Alexandria, VA 22308 ",38.7411173,-77.0562215,,,,,,,
1171515,"Riverbound Cafe, 8005 Creighton Pkwy Ste K Mechanicsville, VA 23111 ",37.6156661,-77.3187567,Riverbound Cafe,"8005 Creighton Pkwy K, Mechanicsville, VA 23111","JM8J+7F Mechanicsville, Virginia",533,American restaurant,$,4.3
1172048,"HH2F+3P Richmond, Virginia",,,,4.8,,,,,
1172049,"803 E Parham Rd, Richmond, VA 23227","JGMW+X2 Glen Allen, Virginia","1,085",Diner,$$,4.1,,,,
1173079,"River City Diner, 11430 W Huguenot Rd Midlothian, VA 23113 ",37.5237739,-77.6091564,River City Diner,"11430 W Huguenot Rd, Midlothian, VA 23113","G9FR+G8 Midlothian, VA",984,Diner,$,4.3
1174063,"River City Diner, 7 N 17th St Richmond, VA 23219 ",37.634952,-77.454992,River City Diner North,"803 E Parham Rd, Richmond, VA 23227","JGMW+X2 Glen Allen, Virginia","1,081",Diner,$$,4.1
1174071,"939 Myers St, Richmond, VA 23230","HG7J+PJ Richmond, Virginia",520,Bowling alley,,4.4,,,,
1174079,"River City Sportsplex, 13030 Genito Rd Midlothian, VA 23112 ",37.4543345,-77.634431,River City Sportsplex,"13030 Genito Rd, Midlothian, VA 23112","F938+P6 Midlothian, VA",405,Sports complex,,4.5
1174097,"River City Sports-Social Club, 1405 Overbrook Rd Richmond, VA 23220 ",37.5634332,-77.4552519,1405 Overbrook Rd,,"HG7V+9V Richmond, Virginia",,,,
1174098,"River City Vintage, 1407 Cummings Dr Richmond, VA 23220 ",37.5680873,-77.4548676,River City Vintage,"1407 Cummings Dr, Richmond, VA 23220","HG9W+63 Richmond, Virginia",,Musical instrument store,,
1174099,"River Farm, 7931 E Boulevard Dr Alexandria, VA 22308 ",38.742528,-77.044905,River Farm,"7931 E Boulevard Dr, Alexandria, VA 22308","PXV4+22 Fort Hunt, Mt Vernon, VA",140,Tourist attraction,,4.7
1174171,"River Forest Apartments, 5713 Quiet Pine Cir Chester, VA 23831 ",37.3493658,-77.4860016,River Forest Apartments,"5701 Quiet Pine Cir, Chester, VA 23831","8GX7+PH Chester, Bermuda, VA",64,Apartment complex,,3.8
1174215,"River Forest Apartments, 5713 Quiet Pine Cir Chester, VA 23831 ",37.3499905,-77.4855537,River Forest Apartments,"5701 Quiet Pine Cir, Chester, VA 23831","8GX7+XQ Chester, Bermuda, VA",64,Apartment complex,,3.8
1174259,"RiverHouse Apartments, 1400 S Joyce St Arlington, VA 22202 ",38.8609835,-77.0643357,RiverHouse Apartments,"1400 S Joyce St, Arlington, VA 22202","VW6P+97 Arlington, Mason, VA",171,Apartment building,,3.6
1174398,"River House, 1600 S Joyce St Arlington, VA 22202 ",38.8609835,-77.0643357,RiverHouse Apartments,"1400 S Joyce St, Arlington, VA 22202","VW6P+97 Arlington, Mason, VA",171,Apartment building,,3.6
1174537,"River Lofts At Tobacco Row, 2300 E Cary St Richmond, VA 23223 ",37.5290633,-77.4233945,The River Lofts at Tobacco Row - American Cigar,"2300 E Cary St, Richmond, VA 23223","GHHG+JJ Richmond, Virginia",5,Apartment building,,3
1174542,"Riverlofts At Tobacco Row, 2 S 25th St Richmond, VA 23223 ",37.528698,-77.4218966,The River Lofts at Tobacco Row Leasing Office,"2 S 25th St, Richmond, VA 23223","GHHH+F6 Richmond, Virginia",86,Apartment building,,3.7
1174597,"River Park Club Inc, 524 River Park Ln Bluemont, VA 20135 ",39.0810282,-77.9558846,524 River Park Ln,,,,,,
1174598,"River Place Barber & Stylist, 1113 Arlington Blvd Arlington, VA 22209 ",38.8927683,-77.0703278,River Place Barber & Stylist,"1113 Arlington Blvd, Arlington, VA 22209","VWVH+4V Arlington, Mason, VA",38,Hair salon,,4.6
1174625,"River Place East Housing Corporation Inc, 1021 Arlington Blvd Arlington, VA 22209 ",38.892999,-77.0690435,River Place East,"1021 Arlington Blvd, Arlington, VA 22209","VWVJ+59 Arlington, Mason, VA",41,Condominium complex,,3.7
1174666,"River Place Market, 1117 Arlington Blvd Arlington, VA 22209 ",38.8926407,-77.0694175,River Place Market,"1117 Arlington Blvd, Arlington, VA 22209","VWVJ+36 Arlington, Mason, VA",11,Market,,4.3
1174673,"River Place Owner Associates, 1011 Arlington Blvd Arlington, VA 22209 ",38.8920798,-77.0690075,River Place South,"1011 Arlington Blvd #350, Arlington, VA 22209","VWRJ+R9 Arlington, Mason, VA",15,Apartment building,,3.1
1174684,"River Road Shopping Center, 6235 River Rd Henrico, VA 23229 ",37.5683283,-77.5377942,River Road Shopping Center,"6201 River Rd, Richmond, VA 23229","HF96+8V Tuckahoe, VA",6,Shopping mall,,4.3
1174690,"Riversbend Grill & Bar, 13283 Rivers Bend Blvd Chester, VA 23836 ",37.350411,-77.355743,River's Bend Grill,"13283 Rivers Bend Blvd, Chester, VA 23836","9J2V+5P Chester, Bermuda, VA",434,American restaurant,$$,4.2
1174962,"Riverside Apartments, 2112 Riverside Dr Richmond, VA 23225 ",37.523523,-77.456404,Riverside Apartments,"2112 Riverside Dr, Richmond, VA 23225","GGFV+CC Richmond, Virginia",18,Apartment complex,,2.8
1174972,"Riverside Health Club, 7331 Little River Tpke Ste 110 Annandale, VA 22003 ",38.8302117,-77.1987922,7331 Little River Turnpike #110,,,,,,
1174973,"Riverside Park Assoc, 2000 Huntington Ave Ste 100 Alexandria, VA 22303 ",38.791254,-77.0641019,Riverside,"2000 Huntington Ave, Alexandria, VA 22303","QWRP+G9 Huntington, Mt Vernon, VA",26,Apartments,,3.2
1174987,"River Side Salon, 7331 Little River Tpke Annandale, VA 22003 ",38.8302848,-77.1986974,Spa Riverside,"7331 Little River Turnpike, Annandale, VA 22003","RRJ2+4G Annandale, Virginia",94,Spa,,3.9
1175034,"Riverside Wellness, 11621 Robious Rd Midlothian, VA 23113 ",37.521584,-77.617619,Riverside Wellness,"11621 Robious Rd, Midlothian, VA 23113","G9CJ+JX Bon Air, Midlothian, VA",,Fitness center,,
1175035,"Riverside, 5860 Cameron Run Ter Alexandria, VA 22303 ",38.7922277,-77.0628164,Riverside,"5860 Cameron Run Terrace, Alexandria, VA 22303","QWRP+VV Alexandria, Mason, VA",258,Apartment building,,3.6
1175245,"Rivers Ridge, 403b N Ridge Rd Henrico, VA 23229 ",37.541231,-77.3889543,Stony Run,Virginia,,1,River,,4
1175246,"Rivertowne Cafe, 1282 Alverser Plz Midlothian, VA 23113 ",37.5100688,-77.6157742,,,,,,,
1175254,"Rivertowne Cafe, 1282 Alverser Plz Midlothian, VA 23113 ",37.5100688,-77.6157742,Tazza Kitchen Alverser Plaza,"1244 Alverser Plaza, Midlothian, VA 23113","G96M+2M Midlothian, VA",763,New American restaurant,$$,4.6
1176017,"River Vista Apartments, 1500 Forest Run Dr Henrico, VA 23228 ",37.6373578,-77.4693573,River Vista Apartments,"1500 Forest Run Dr, Richmond, VA 23228","JGPJ+W7 Richmond, Virginia",53,Apartment complex,,2.9
1176054,"River's Bend Apartment Homes, 401 Liverpool Cir Chester, VA 23836 ",37.3607406,-77.3480499,River's Bend Apartment Homes,"401 Liverpool Cir, Chester, VA 23836","9M62+7Q Chester, Bermuda, VA",63,Apartment building,,3.2
1176101,"PGWH+HQ Ashland, VA",,,,3.9,,,,,
1176102,"Rizo Supermarket, 7849 Richmond Hwy Alexandria, VA 22306 ",38.7434448,-77.0839053,Rico Supermarket,"7849 Richmond Hwy, Alexandria, VA 22306","PWV8+9C Alexandria, Mason, VA",6,Supermarket,,4.8
1176107,"R J Liquidation, 1800 N 30th St Richmond, VA 23223 ",44.8508,-79.3143929,R J Liquidation,"1824 ON-11, Kilworthy, ON P0E 1G0, Canada","VM2P+86 Kilworthy, Gravenhurst, ON, Canada",2,Liquidator,,5
1176109,"R J's Deli, 707 E Market St Leesburg, VA 20176 ",39.1056867,-77.5489549,RJ's Deli and Store,"707 E Market St, Leesburg, VA 20176","4F42+7C Leesburg, Virginia",86,Italian restaurant,$,4.6
1176170,"Roadhouse Restaurant, 2305 Willis Rd North Chesterfield, VA 23237 ",37.4002327,-77.425191,Sallie's Kitchen,"2305 Willis Rd, Richmond, VA 23237","CH2F+3W Richmond, Virginia",118,Southern restaurant (US),,4.3
1176288,"Road Runner Running Store, 3002 W Cary St Richmond, VA 23221 ",37.5527673,-77.4789085,Richmond Road Runner,"3002 W Cary St, Richmond, VA 23221","HG3C+4C Richmond, Virginia",101,Running store,,4.7
1176296,"Road Runner Sports, 1120 W Broad St Falls Church, VA 22046 ",38.8938747,-77.1872978,Road Runner Sports,"1120 W Broad St, Falls Church, VA 22046","VRV7+G3 Falls Church, Virginia",139,Running store,,4
1176381,"Road Runner Sports, 46220 Potomac Run Plz Sterling, VA 20164 ",39.0273991,-77.400925,Road Runner Sports,"46220 Potomac Run Plaza, Sterling, VA 20164","2HGX+XJ Sterling, Virginia",59,Running store,,4.4
1176411,"7300A W Broad St, Richmond, VA 23294","JF8H+CR Richmond, Virginia",130,,2-star hotel,3,,,,
1176488,"Roan, 3142 W Cary St Richmond, VA 23221 ",37.5538716,-77.4815946,Roan,"3142 W Cary St, Richmond, VA 23221","HG39+G9 Richmond, Virginia",4,Women's clothing store,,4.5
1176492,"Robbie At Salon Plaza, 8030 W Broad St Ste G Henrico, VA 23294 ",37.6270947,-77.5302093,Salon Plaza Richmond at Fountain Square,"8030 W Broad St, Richmond, VA 23294","JFG9+RW Richmond, Virginia",20,Beauty salon,,4.7
1176512,"Robcyns, 3660 King St Alexandria, VA 22302 ",38.8284654,-77.0919083,Robcyns,"3660 King St, Alexandria, VA 22302","RWH5+96 Alexandria, Mason, VA",40,Uniform store,,4.4
1176552,"Robeks, 1063 W Broad St Falls Church, VA 22046 ",38.891437,-77.186069,Robeks Fresh Juices & Smoothies,"1063 W Broad St, Falls Church, VA 22046","VRR7+HH Falls Church, Virginia",71,Juice shop,$$,4.1
1176623,"Robeks, 1142 Elden St Herndon, VA 20170 ",38.963698,-77.398965,Robeks Fresh Juices & Smoothies,"1142 Elden St, Herndon, VA 20170","XJ72+FC Herndon, Dranesville, VA",55,Juice shop,$$,4.1
1176658,"Robeks, 136c Maple Ave W Vienna, VA 22180 ",38.920753,-77.2347181,Robeks Fresh Juices & Smoothies,"8359-A Leesburg Pike, Vienna, VA 22182","WQC8+84 Vienna, Hunter Mill, VA",49,Juice shop,$$,4
1176666,"Robeks, 1835 Fountain Dr Reston, VA 20190 ",38.9605939,-77.3557088,Robeks Fresh Juices & Smoothies,"1835 Fountain Dr, Reston, VA 20190","XJ6V+6P Reston, Hunter Mill, VA",77,Juice shop,$$,4.1
1176707,"Robeks, 1931 Ballenger Ave Alexandria, VA 22314 ",38.8411034,-77.0893002,Robeks Fresh Juices & Smoothies,"4115 Campbell Ave, Arlington, VA 22206","RWR6+C7 Arlington, Mason, VA",65,Juice shop,$$,3.9
1176725,"Robeks, 21012 Southbank St Sterling, VA 20165 ",39.0346348,-77.397694,Robeks Fresh Juices & Smoothies,"21012 Southbank St, Sterling, VA 20165","2JM2+VW Sterling, Virginia",71,Juice shop,$$,4.2
1176755,"Robeks, 22035 Dulles Retail Plz Sterling, VA 20166 ",39.006148,-77.4389206,Robeks Fresh Juices & Smoothies,"22035 Dulles Retail Plaza, Sterling, VA 20166","2H46+FC Sterling, Virginia",85,Juice shop,$$,4.2
1176840,"Robeks, 4115 Campbell Ave Ste 2 Arlington, VA 22206 ",38.8411034,-77.0893002,Robeks Fresh Juices & Smoothies,"4115 Campbell Ave, Arlington, VA 22206","RWR6+C7 Arlington, Mason, VA",65,Juice shop,$$,3.9
1176880,"Robeks, 43145 Broadlands Center Plz Ste 117 Broadlands, VA 20148 ",39.026413,-77.510503,Robeks Fresh Juices & Smoothies,"43145 Broadlands Center Plaza, Ashburn, VA 20148","2FGQ+HQ Ashburn, Virginia",59,Juice shop,$$,4.1
1176916,"Robeks, 43150 Broadlands Center Plz Broadlands, VA 20148 ",39.026413,-77.510503,Robeks Fresh Juices & Smoothies,"43145 Broadlands Center Plaza, Ashburn, VA 20148","2FGQ+HQ Ashburn, Virginia",59,Juice shop,$$,4.1
1176952,"Robeks, 5824 Kingstowne Ctr Alexandria, VA 22315 ",38.774487,-77.135028,Robeks Fresh Juices & Smoothies,"5824 Kingstowne Center Dr, Alexandria, VA 22315","QVF7+QX Alexandria, Mason, VA",124,Juice shop,$$,3.9
1177021,"Robeks, 6661 Old Dominion Dr Mc Lean, VA 22101 ",38.931803,-77.17426,Robeks Fresh Juices & Smoothies,"6661-A, Old Dominion Dr, McLean, VA 22101","WRJG+P7 McLean, Dranesville, VA",86,Juice shop,$$,4.3
1177082,"Robeks, 8359 Leesburg Pike Ste A Vienna, VA 22182 ",38.920753,-77.2347181,Robeks Fresh Juices & Smoothies,"8359-A Leesburg Pike, Vienna, VA 22182","WQC8+84 Vienna, Hunter Mill, VA",49,Juice shop,$$,4
1177114,"Robeks, 9670 Main St Fairfax, VA 22031 ",38.903892,-77.039196,Robeks Fresh Juices & Smoothies,"1707 L St NW, Washington, DC 20036","WX36+H8 Washington, District of Columbia",58,Juice shop,$$,4.5
1177122,"RPRH+VV Fairfax, Virginia",,,,4.2,,,,,
1177123,"Robert L Withers CPM, 4825 Radford Ave Richmond, VA 23230 ",37.5799111,-77.4944389,4825 Radford Ave,,,,,,
1177124,"Robert Pierre Johnson Housing Development, 2666 Military Rd Arlington, VA 22207 ",38.908253,-77.111752,Robert Pierre Johnson Housing,"2666 Military Rd, Arlington, VA 22207","WV5Q+87 Arlington, Mason, VA",,,,
1177125,"Robinettes Hair Gallery, 3021 Meadowbridge Rd Richmond, VA 23222 ",37.5715584,-77.4190118,Robinette's Hair Gallery,"3021 Meadowbridge Rd, Richmond, VA 23222","HHCJ+J9 Richmond, Virginia",,Beauty salon,,
1177126,"Robin Inn, 2601 Park Ave Richmond, VA 23220 ",37.5580556,-77.4697222,Robin Inn,"2601 Park Ave, Richmond, VA 23220","HG5J+64 Richmond, Virginia",202,Italian restaurant,$,4.1
1177250,"Robious Hair, 10058 Robious Rd North Chesterfield, VA 23235 ",37.5080444,-77.5808758,Robious Hair,"10058 Robious Rd, North Chesterfield, VA 23235","GC59+6J Bon Air, Midlothian, VA",13,Barber shop,,4.6
1177260,"Robious Hall Shopping Ctr, 10036 Robious Rd North Chesterfield, VA 23235 ",37.507736,-77.580244,Total Wine & More,"10036 Robious Rd, North Chesterfield, VA 23235","GC59+3W Bon Air, Midlothian, VA",436,Wine store,,4.6
1177696,"Robious Nails, 9942 Midlothian Tpke North Chesterfield, VA 23235 ",37.5060762,-77.5783747,Robious Nails,"9942 Midlothian Turnpike, North Chesterfield, VA 23235","GC4C+CM Bon Air, Midlothian, VA",14,Nail salon,,3.6
1177709,"Robious Sports And Fitness, 10800 Center View Dr North Chesterfield, VA 23235 ",37.5109019,-77.5998705,MAC Wellness and Fitness,"10800 Center View Dr, Richmond, VA 23235","GC62+93 Richmond, Virginia",183,Fitness center,,4.3
1177717,"Rocco's Italian Restaurant, 1357 Old Chain Bridge Rd Mc Lean, VA 22101 ",38.9374193,-77.1751483,Rocco's Italian Restaurant,"1357 Chain Bridge Rd, McLean, VA 22101","WRPF+XW McLean, Dranesville, VA",202,Italian restaurant,$$,4.4
1177850,"Rocco's NYPizzas & Subs, 62 Plaza St NE Ste E Leesburg, VA 20176 ",39.1099036,-77.5483217,Rocco's NY Pizza & Subs,"62 Plaza St NE # E, Leesburg, VA 20176","4F52+XM Leesburg, Virginia",158,Italian restaurant,$$,4.5
1177956,"Rocco's Pizza, 10400 Ridgefield Pkwy Henrico, VA 23233 ",37.6220334,-77.6392503,J. Rocco's Pizza,"2500 Gayton Centre Dr, Richmond, VA 23238","J9C6+R7 Richmond, Virginia",87,Pizza restaurant,$,4.3
1177974,"Rock Creek Apartments, 2830 Broad Rock Blvd Richmond, VA 23224 ",37.478914,-77.4807835,,,,,,,
1177982,"Rock Creek Apartments, 2830 Broad Rock Blvd Richmond, VA 23224 ",37.478914,-77.4807835,Rock Creek Apartments,"2830 Broad Rock Blvd, Richmond, VA 23224","FGH9+HM Richmond, Virginia",21,Apartment building,,4.1
1177991,"Rocket Frog Brewing, 22560 Glenn Dr Ste 103 Sterling, VA 20164 ",38.9947957,-77.4247276,Rocket Frog Brewing Company,"22560 Glenn Dr Unit 103, Sterling, VA 20164","XHVG+W4 Sterling, Virginia",112,Brewery,,4.5
