,index,geometry,icon,id,name,place_id,plus_code,rating,reference,types,user_ratings_total,vicinity,opening_hours,price_level,locations,Zip Code
696,2097,"{'location': {'lat': 38.9458119, 'lng': -77.09604449999999}, 'viewport': {'northeast': {'lat': 38.9471047802915, 'lng': -77.09483806970849}, 'southwest': {'lat': 38.9444068197085, 'lng': -77.09753603029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,2fb90d33a3a3c880f707d92be90a524b25177a95,Spring Valley Shopping Center,ChIJuVcozvDJt4kRtpGkrkMzobA,"{'compound_code': 'WWW3+8H Washington, District of Columbia, United States', 'global_code': '87C4WWW3+8H'}",4.2,ChIJuVcozvDJt4kRtpGkrkMzobA,"['shopping_mall', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",142,"4851 Massachusetts Avenue Northwest, Washington",{'open_now': True},,"{'Match_addr': 'CVS', 'LongLabel': 'CVS, 4851 Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': 'CVS', 'Addr_type': 'POI', 'Type': 'Pharmacy', 'PlaceName': 'CVS', 'AddNum': '4851', 'Address': '4851 Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'American University Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
732,2236,"{'location': {'lat': 38.946002, 'lng': -77.095382}, 'viewport': {'northeast': {'lat': 38.9473530302915, 'lng': -77.0941375197085}, 'southwest': {'lat': 38.9446550697085, 'lng': -77.0968354802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,eb777327b29677302e2fec6e2e03d3fe74a9c14d,DeCarlo's Restaurant,ChIJK_3X3_DJt4kRftzQvXjCkPg,"{'compound_code': 'WWW3+CR Washington, District of Columbia, United States', 'global_code': '87C4WWW3+CR'}",4.2,ChIJK_3X3_DJt4kRftzQvXjCkPg,"['restaurant', 'food', 'point_of_interest', 'establishment']",74,"4822 Yuma Street Northwest, Washington",{'open_now': True},2,"{'Match_addr': ""Decarlo's Restaurant"", 'LongLabel': ""Decarlo's Restaurant, 4822 Yuma St NW, Washington, DC, 20016, USA"", 'ShortLabel': ""Decarlo's Restaurant"", 'Addr_type': 'POI', 'Type': 'Italian Food', 'PlaceName': ""Decarlo's Restaurant"", 'AddNum': '4822', 'Address': '4822 Yuma St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'American University Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
733,2238,"{'location': {'lat': 38.9458204, 'lng': -77.0954893}, 'viewport': {'northeast': {'lat': 38.9471881302915, 'lng': -77.09419361970849}, 'southwest': {'lat': 38.9444901697085, 'lng': -77.0968915802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f34e6a2548e9b36477eb63a92f99070aa0143eec,PITMASTERS BACK ALLEY BBQ,ChIJaxIk4PDJt4kRcqoQurp1wMM,"{'compound_code': 'WWW3+8R Washington, District of Columbia, United States', 'global_code': '87C4WWW3+8R'}",4.1,ChIJaxIk4PDJt4kRcqoQurp1wMM,"['restaurant', 'food', 'point_of_interest', 'establishment']",49,"4818 Yuma Street Northwest, Washington",{'open_now': False},,"{'Match_addr': 'Pitmasters Back Alley BBQ', 'LongLabel': 'Pitmasters Back Alley BBQ, 4818 Yuma St NW, Washington, DC, 20016, USA', 'ShortLabel': 'Pitmasters Back Alley BBQ', 'Addr_type': 'POI', 'Type': 'BBQ and Southern Food', 'PlaceName': 'Pitmasters Back Alley BBQ', 'AddNum': '4818', 'Address': '4818 Yuma St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'American University Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
885,2756,"{'location': {'lat': 38.9372238, 'lng': -77.0891919}, 'viewport': {'northeast': {'lat': 38.9385734802915, 'lng': -77.0878443697085}, 'southwest': {'lat': 38.9358755197085, 'lng': -77.09054233029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,28fa6862643ca3e460e2552788123998f4bc81e0,SUBWAY®Restaurants,ChIJTaMqaePJt4kR8JYpV27-9iE,"{'compound_code': 'WWP6+V8 Washington, District of Columbia, United States', 'global_code': '87C4WWP6+V8'}",3.3,ChIJTaMqaePJt4kR8JYpV27-9iE,"['restaurant', 'food', 'point_of_interest', 'establishment']",10,"Eagle's Nest C-Store, 4400 Massachusetts Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'American University Parking Garage', 'LongLabel': 'American University Parking Garage, Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': 'American University Parking Garage', 'Addr_type': 'POI', 'Type': 'College', 'PlaceName': 'American University Parking Garage', 'AddNum': '', 'Address': 'Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
886,2757,"{'location': {'lat': 38.9368962, 'lng': -77.0890907}, 'viewport': {'northeast': {'lat': 38.93831403029149, 'lng': -77.08789016970849}, 'southwest': {'lat': 38.93561606970849, 'lng': -77.0905881302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,eca1255ceee4b15cc617100039d4272bfcc5c7e8,Freshii,ChIJDVCBQ-TJt4kRwnM12yz5UDs,"{'compound_code': 'WWP6+Q9 Washington, District of Columbia, United States', 'global_code': '87C4WWP6+Q9'}",2.8,ChIJDVCBQ-TJt4kRwnM12yz5UDs,"['restaurant', 'food', 'point_of_interest', 'establishment']",4,"4400 Massachusetts Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'American University Mary Graydon Center', 'LongLabel': 'American University Mary Graydon Center, Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': 'American University Mary Graydon Center', 'Addr_type': 'POI', 'Type': 'College', 'PlaceName': 'American University Mary Graydon Center', 'AddNum': '', 'Address': 'Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
887,2758,"{'location': {'lat': 38.9367052, 'lng': -77.0890599}, 'viewport': {'northeast': {'lat': 38.93805418029149, 'lng': -77.0877109197085}, 'southwest': {'lat': 38.9353562197085, 'lng': -77.0904088802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,9bed3761da74b5c13a6bd15a0e72bfbdfe2cf2d2,Einstein Bros. Bagels,ChIJXXlrauPJt4kRWCIewQXXPK0,"{'compound_code': 'WWP6+M9 Washington, District of Columbia, United States', 'global_code': '87C4WWP6+M9'}",3.4,ChIJXXlrauPJt4kRWCIewQXXPK0,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",10,"4400 Massachusetts Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': 'American University', 'LongLabel': 'American University, 4400 Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': 'American University', 'Addr_type': 'POI', 'Type': 'College', 'PlaceName': 'American University', 'AddNum': '4400', 'Address': '4400 Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Spring Valley', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
909,2826,"{'location': {'lat': 38.9337705, 'lng': -77.0884744}, 'viewport': {'northeast': {'lat': 38.93511988029149, 'lng': -77.08721271970849}, 'southwest': {'lat': 38.9324219197085, 'lng': -77.0899106802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3bb6386a9389b31cb9245759e5cd13d04ceebf1a,Georgetown Events,ChIJ_Sd-ANe5t4kRP4uPLKVy9IM,"{'compound_code': 'WWM6+GJ Washington, District of Columbia, United States', 'global_code': '87C4WWM6+GJ'}",5,ChIJ_Sd-ANe5t4kRP4uPLKVy9IM,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"3305 45th Street Northwest, Washington",{'open_now': False},,"{'Match_addr': '3305 45th St NW, Washington, District of Columbia, 20016', 'LongLabel': '3305 45th St NW, Washington, DC, 20016, USA', 'ShortLabel': '3305 45th St NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '3305', 'Address': '3305 45th St NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
910,2832,"{'location': {'lat': 38.9371507, 'lng': -77.0888312}, 'viewport': {'northeast': {'lat': 38.93849968029149, 'lng': -77.0874822197085}, 'southwest': {'lat': 38.93580171970849, 'lng': -77.09018018029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5904a1531ec4ba2bf5c024a8269038b94a9a12d9,Wonk Burger,ChIJAbhnDAnJt4kRyitbYMcPEsY,"{'compound_code': 'WWP6+VF Washington, District of Columbia, United States', 'global_code': '87C4WWP6+VF'}",,ChIJAbhnDAnJt4kRyitbYMcPEsY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Mary Graydon Center, Washington",{'open_now': False},,"{'Match_addr': '4410 Massachusetts Ave NW, Washington, District of Columbia, 20016', 'LongLabel': '4410 Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': '4410 Massachusetts Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '4410', 'Address': '4410 Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
958,2990,"{'location': {'lat': 38.9602829, 'lng': -77.086845}, 'viewport': {'northeast': {'lat': 38.96154043029149, 'lng': -77.0853833697085}, 'southwest': {'lat': 38.95884246970849, 'lng': -77.0880813302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,0ba373c7af1c435eff38bb7a057f1dafb29320c4,The Capital Grille,ChIJAfWQIZHJt4kRhfw5lCfNCUc,"{'compound_code': 'XW67+47 Chevy Chase, 7, MD, United States', 'global_code': '87C4XW67+47'}",4.6,ChIJAfWQIZHJt4kRhfw5lCfNCUc,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",318,"5310 Western Avenue, Chevy Chase",{'open_now': True},4,"{'Match_addr': '44th St NW, Washington, District of Columbia, 20015', 'LongLabel': '44th St NW, Washington, DC, 20015, USA', 'ShortLabel': '44th St NW', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': '44th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Friendship Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
959,2991,"{'location': {'lat': 38.9603265, 'lng': -77.08681849999999}, 'viewport': {'northeast': {'lat': 38.9615778302915, 'lng': -77.0853491697085}, 'southwest': {'lat': 38.9588798697085, 'lng': -77.0880471302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,7dd8a7fc67846e2aaf326ad41e08851e83997fd4,Le Pain Quotidien,ChIJc3KcGJHJt4kRC7I03aUiJOU,"{'compound_code': 'XW67+47 Chevy Chase, 7, MD, United States', 'global_code': '87C4XW67+47'}",3.6,ChIJc3KcGJHJt4kRC7I03aUiJOU,"['restaurant', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",89,"5310 Western Avenue Northwest, Chevy Chase",{'open_now': False},2,"{'Match_addr': '44th St NW, Washington, District of Columbia, 20015', 'LongLabel': '44th St NW, Washington, DC, 20015, USA', 'ShortLabel': '44th St NW', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': '44th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Friendship Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
960,2992,"{'location': {'lat': 38.9601261, 'lng': -77.0860725}, 'viewport': {'northeast': {'lat': 38.9612559802915, 'lng': -77.08427916970848}, 'southwest': {'lat': 38.95855801970851, 'lng': -77.08697713029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,471d7059b7f4a921669cac28fae2b1e4ae08992d,McDonald's,ChIJeX08MZHJt4kRvYLo3RT97oI,"{'compound_code': 'XW67+3H Washington, District of Columbia, United States', 'global_code': '87C4XW67+3H'}",3.6,ChIJeX08MZHJt4kRvYLo3RT97oI,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",203,"5300 Wisconsin Avenue, Washington",{'open_now': True},1,"{'Match_addr': 'Friendship Heights Metro Station - West Entrance', 'LongLabel': 'Friendship Heights Metro Station - West Entrance, 5391 Western Ave NW, Washington, DC, 20015, USA', 'ShortLabel': 'Friendship Heights Metro Station - West Entrance', 'Addr_type': 'POI', 'Type': 'Metro Station', 'PlaceName': 'Friendship Heights Metro Station - West Entrance', 'AddNum': '5391', 'Address': '5391 Western Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
974,3053,"{'location': {'lat': 38.9331488, 'lng': -77.0853346}, 'viewport': {'northeast': {'lat': 38.93445158029149, 'lng': -77.0841139197085}, 'southwest': {'lat': 38.93175361970849, 'lng': -77.0868118802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,d56e0a0ba09da816a129ebacc769f4859255a06b,Wagshal's,ChIJR5iz8OHJt4kRvtsddgVs_CQ,"{'compound_code': 'WWM7+7V Washington, District of Columbia, United States', 'global_code': '87C4WWM7+7V'}",4.1,ChIJR5iz8OHJt4kRvtsddgVs_CQ,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",236,"3201 New Mexico Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': '3201-3299 New Mexico Ave NW, Washington, District of Columbia, 20016', 'LongLabel': '3201-3299 New Mexico Ave NW, Washington, DC, 20016, USA', 'ShortLabel': '3201-3299 New Mexico Ave NW', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'AddNum': '3255', 'Address': '3255 New Mexico Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Cathedral Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
975,3054,"{'location': {'lat': 38.9331358, 'lng': -77.0850105}, 'viewport': {'northeast': {'lat': 38.93439163029149, 'lng': -77.08392006970848}, 'southwest': {'lat': 38.93169366970849, 'lng': -77.0866180302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,fff82091f8abe7e1573ad775e87fc29ab27f5bd2,Al Dente Italian Restaurant D.C.,ChIJ13R98OHJt4kROygkmtfHe9g,"{'compound_code': 'WWM7+7X Washington, District of Columbia, United States', 'global_code': '87C4WWM7+7X'}",4.1,ChIJ13R98OHJt4kROygkmtfHe9g,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",126,"3201 New Mexico Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': ""Chef Geoff's"", 'LongLabel': ""Chef Geoff's, 3201 New Mexico Ave NW, Washington, DC, 20016, USA"", 'ShortLabel': ""Chef Geoff's"", 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': ""Chef Geoff's"", 'AddNum': '3201', 'Address': '3201 New Mexico Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Cathedral Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
976,3055,"{'location': {'lat': 38.9598407, 'lng': -77.0857654}, 'viewport': {'northeast': {'lat': 38.9611100802915, 'lng': -77.08412516970849}, 'southwest': {'lat': 38.9584121197085, 'lng': -77.08682313029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,d0a039307b388c5bbc1f0d109409c3c625261d18,Subway,ChIJeX08MZHJt4kRoTzPL8EyiaY,"{'compound_code': 'XW57+WM Washington, District of Columbia, United States', 'global_code': '87C4XW57+WM'}",3.7,ChIJeX08MZHJt4kRoTzPL8EyiaY,"['restaurant', 'food', 'point_of_interest', 'establishment']",35,"5300 Wisconsin Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': '5300 Wisconsin Ave NW, Washington, District of Columbia, 20015', 'LongLabel': '5300 Wisconsin Ave NW, Washington, DC, 20015, USA', 'ShortLabel': '5300 Wisconsin Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '5300', 'Address': '5300 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
977,3056,"{'location': {'lat': 38.9589, 'lng': -77.0852175}, 'viewport': {'northeast': {'lat': 38.9603079302915, 'lng': -77.0836768697085}, 'southwest': {'lat': 38.9576099697085, 'lng': -77.0863748302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,17d25732ef82fd04f83979af65dbffc0f81a05ff,Cosi,ChIJYyK6spbJt4kRp9NyO4Sg8K0,"{'compound_code': 'XW57+HW Washington, District of Columbia, United States', 'global_code': '87C4XW57+HW'}",4.1,ChIJYyK6spbJt4kRp9NyO4Sg8K0,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",93,"5252 Wisconsin Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': ""TGI Friday's"", 'LongLabel': ""TGI Friday's, 5252 Wisconsin Ave NW, Washington, DC, 20015, USA"", 'ShortLabel': ""TGI Friday's"", 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': ""TGI Friday's"", 'AddNum': '5252', 'Address': '5252 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Friendship Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
978,3057,"{'location': {'lat': 38.95883790000001, 'lng': -77.0849851}, 'viewport': {'northeast': {'lat': 38.9602191302915, 'lng': -77.0835313197085}, 'southwest': {'lat': 38.9575211697085, 'lng': -77.0862292802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,faa2f2a4bc9fed265e005a674747b3cffb44c180,Booeymonger,ChIJiwPAspbJt4kRsIzYJupiaSk,"{'compound_code': 'XW58+G2 Washington, District of Columbia, United States', 'global_code': '87C4XW58+G2'}",4,ChIJiwPAspbJt4kRsIzYJupiaSk,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",241,"5252 Wisconsin Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""TGI Friday's"", 'LongLabel': ""TGI Friday's, 5252 Wisconsin Ave NW, Washington, DC, 20015, USA"", 'ShortLabel': ""TGI Friday's"", 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': ""TGI Friday's"", 'AddNum': '5252', 'Address': '5252 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Friendship Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
979,3058,"{'location': {'lat': 38.9596843, 'lng': -77.085441}, 'viewport': {'northeast': {'lat': 38.96102078029149, 'lng': -77.08396646970849}, 'southwest': {'lat': 38.95832281970849, 'lng': -77.08666443029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,7cb1d2591e61f992b3235a161144840696f62dbb,WW Café,ChIJh3aoNpHJt4kR_zJqpUgGVYE,"{'compound_code': 'XW57+VR Washington, District of Columbia, United States', 'global_code': '87C4XW57+VR'}",4.2,ChIJh3aoNpHJt4kR_zJqpUgGVYE,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",24,"5300 Wisconsin Avenue, Washington",{'open_now': False},,"{'Match_addr': '5300 Wisconsin Ave NW, Washington, District of Columbia, 20015', 'LongLabel': '5300 Wisconsin Ave NW, Washington, DC, 20015, USA', 'ShortLabel': '5300 Wisconsin Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '5300', 'Address': '5300 Wisconsin Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
